# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
  585       3.076942153083e-10       2.446161610655e-12       4.376876984630e-12       0.000000000000e+00       3.932387960135e-14       3.336109098123e-15      -3.970863970927e-16 
  586       3.064386282568e-10       2.487185317584e-12       4.379194927912e-12       0.000000000000e+00       3.908129735725e-14       3.360164160048e-15      -4.045373974930e-16 
  587       3.051785432601e-10       2.528451844830e-12       4.376650944954e-12       0.000000000000e+00       3.884052397207e-14       3.384355945983e-15      -4.119044918084e-16 
  588       3.039145117265e-10       2.569946563318e-12       4.369259041526e-12       0.000000000000e+00       3.860155275751e-14       3.408682848019e-15      -4.191866866148e-16 
  589       3.026470921279e-10       2.611654636603e-12       4.357033917720e-12       0.000000000000e+00       3.836437659055e-14       3.433143230147e-15      -4.263829868573e-16 
  590       3.013768500277e-10       2.653561019985e-12       4.339990971599e-12       0.000000000000e+00       3.812898791105e-14       3.457735428131e-15      -4.334923958624e-16 
  591       3.001043581099e-10       2.695650459634e-12       4.318146302857e-12       0.000000000000e+00       3.789537871926e-14       3.482457749384e-15      -4.405139153494e-16 
  592       2.988301962078e-10       2.737907491705e-12       4.291516716470e-12       0.000000000000e+00       3.766354057339e-14       3.507308472844e-15      -4.474465454431e-16 
  593       2.975549513319e-10       2.780316441458e-12       4.260119726357e-12       0.000000000000e+00       3.743346458712e-14       3.532285848852e-15      -4.542892846850e-16 
  594       2.962792176991e-10       2.822861422376e-12       4.223973559030e-12       0.000000000000e+00       3.720514142717e-14       3.557388099026e-15      -4.610411300457e-16 
  595       2.950035967614e-10       2.865526335288e-12       4.183097157256e-12       0.000000000000e+00       3.697856131083e-14       3.582613416140e-15      -4.677010769368e-16 
  596       2.937286972336e-10       2.908294867480e-12       4.137510183704e-12       0.000000000000e+00       3.675371400350e-14       3.607959963997e-15      -4.742681192225e-16 
  597       2.924551351230e-10       2.951150491824e-12       4.087233024610e-12       0.000000000000e+00       3.653058881624e-14       3.633425877306e-15      -4.807412492320e-16 
  598       2.911835337571e-10       2.994076465889e-12       4.032286793423e-12       0.000000000000e+00       3.630917460331e-14       3.659009261560e-15      -4.871194577712e-16 
  599       2.899145238127e-10       3.037055831064e-12       3.972693334469e-12       0.000000000000e+00       3.608945975969e-14       3.684708192909e-15      -4.934017341344e-16 
  600       2.886487433444e-10       3.080071411674e-12       3.908475226601e-12       0.000000000000e+00       3.587143221868e-14       3.710520718041e-15      -4.995870661169e-16 
  601       2.873868378129e-10       3.123105814105e-12       3.839655786856e-12       0.000000000000e+00       3.565507944936e-14       3.736444854052e-15      -5.056744400262e-16 
  602       2.861294601140e-10       3.166141425914e-12       3.766259074112e-12       0.000000000000e+00       3.544038845421e-14       3.762478588327e-15      -5.116628406946e-16 
  603       2.848772706068e-10       3.209160414957e-12       3.688309892743e-12       0.000000000000e+00       3.522734576661e-14       3.788619878413e-15      -5.175512514905e-16 
  604       2.836309371424e-10       3.252144728501e-12       3.605833796270e-12       0.000000000000e+00       3.501593744838e-14       3.814866651899e-15      -5.233386543310e-16 
  605       2.823911350930e-10       3.295076092348e-12       3.518857091024e-12       0.000000000000e+00       3.480614908734e-14       3.841216806288e-15      -5.290240296931e-16 
  606       2.811585473794e-10       3.337936009950e-12       3.427406839797e-12       0.000000000000e+00       3.459796579485e-14       3.867668208874e-15      -5.346063566264e-16 
  607       2.799338645006e-10       3.380705761532e-12       3.331510865498e-12       0.000000000000e+00       3.439137220334e-14       3.894218696621e-15      -5.400846127645e-16 
  608       2.787177845621e-10       3.423366403205e-12       3.231197754809e-12       0.000000000000e+00       3.418635246387e-14       3.920866076036e-15      -5.454577743372e-16 
  609       2.775110133039e-10       3.465898766094e-12       3.126496861840e-12       0.000000000000e+00       3.398289024364e-14       3.947608123048e-15      -5.507248161824e-16 
  610       2.763142641301e-10       3.508283455448e-12       3.017438311785e-12       0.000000000000e+00       3.378096872357e-14       3.974442582880e-15      -5.558847117578e-16 
  611       2.751282581366e-10       3.550500849765e-12       2.904053004578e-12       0.000000000000e+00       3.358057059583e-14       4.001367169930e-15      -5.609364331532e-16 
  612       2.739537241402e-10       3.592531099906e-12       2.786372618547e-12       0.000000000000e+00       3.338167806136e-14       4.028379567644e-15      -5.658789511023e-16 
  613       2.727913987069e-10       3.634354128220e-12       2.664429614071e-12       0.000000000000e+00       3.318427282745e-14       4.055477428392e-15      -5.707112349946e-16 
  614       2.716420261807e-10       3.675949627658e-12       2.538257237236e-12       0.000000000000e+00       3.298833610526e-14       4.082658373347e-15      -5.754322528872e-16 
  615       2.705063587121e-10       3.717297060893e-12       2.407889523487e-12       0.000000000000e+00       3.279384860734e-14       4.109919992357e-15      -5.800409715172e-16 
  616       2.693851562866e-10       3.758375659443e-12       2.273361301288e-12       0.000000000000e+00       3.260079054522e-14       4.137259843826e-15      -5.845363563131e-16 
  617       2.682791867533e-10       3.799164422784e-12       2.134708195775e-12       0.000000000000e+00       3.240914162693e-14       4.164675454586e-15      -5.889173714071e-16 
  618       2.671892258538e-10       3.839642117471e-12       1.991966632411e-12       0.000000000000e+00       3.221888105453e-14       4.192164319775e-15      -5.931829796469e-16 
  619       2.661160572502e-10       3.879787276261e-12       1.845173840644e-12       0.000000000000e+00       3.202998752167e-14       4.219723902714e-15      -5.973321426076e-16 
  620       2.650604725543e-10       3.919578197225e-12       1.694367857560e-12       0.000000000000e+00       3.184243921112e-14       4.247351634780e-15      -6.013638206037e-16 
  621       2.640232713556e-10       3.958992942874e-12       1.539587531540e-12       0.000000000000e+00       3.165621379231e-14       4.275044915286e-15      -6.052769727012e-16 
  622       2.630051675094e-10       3.998011300488e-12       1.380877834080e-12       0.000000000000e+00       3.147129166023e-14       4.302799978146e-15      -6.090709106181e-16 
  623       2.620065055307e-10       4.036620715337e-12       1.218305924485e-12       0.000000000000e+00       3.128766574025e-14       4.330608462970e-15      -6.127463695062e-16 
  624       2.610275376130e-10       4.074810494707e-12       1.051945468722e-12       0.000000000000e+00       3.110533190814e-14       4.358460763404e-15      -6.163044622767e-16 
  625       2.600685167673e-10       4.112569858996e-12       8.818713706105e-13       0.000000000000e+00       3.092428576800e-14       4.386347152588e-15      -6.197463281032e-16 
  626       2.591296968221e-10       4.149887941440e-12       7.081597771195e-13       0.000000000000e+00       3.074452265089e-14       4.414257782685e-15      -6.230731325427e-16 
  627       2.582113324225e-10       4.186753787837e-12       5.308880836683e-13       0.000000000000e+00       3.056603761331e-14       4.442182684409e-15      -6.262860676580e-16 
  628       2.573136790298e-10       4.223156356274e-12       3.501349394252e-13       0.000000000000e+00       3.038882543579e-14       4.470111766543e-15      -6.293863521385e-16 
  629       2.564369929214e-10       4.259084516858e-12       1.659802526071e-13       0.000000000000e+00       3.021288062141e-14       4.498034815471e-15      -6.323752314220e-16 
  630       2.555815311901e-10       4.294527051433e-12      -2.149480422176e-14       0.000000000000e+00       3.003819739436e-14       4.525941494699e-15      -6.352539778163e-16 
  631       2.547475517435e-10       4.329472653316e-12      -2.122077888497e-13       0.000000000000e+00       2.986476969848e-14       4.553821344381e-15      -6.380238906206e-16 
  632       2.539353133039e-10       4.363909927017e-12      -4.060749841190e-13       0.000000000000e+00       2.969259119581e-14       4.581663780848e-15      -6.406862962472e-16 
  633       2.531450754078e-10       4.397827387968e-12      -6.030113926262e-13       0.000000000000e+00       2.952165526513e-14       4.609458096128e-15      -6.432425483427e-16 
  634       2.523770984051e-10       4.431213462248e-12      -8.029307314226e-13       0.000000000000e+00       2.935195500049e-14       4.637193457472e-15      -6.456940279100e-16 
  635       2.516316434592e-10       4.464056486312e-12      -1.005745426716e-12       0.000000000000e+00       2.918348320981e-14       4.664858906884e-15      -6.480421434293e-16 
  636       2.509089725459e-10       4.496344706714e-12      -1.211366608569e-12       0.000000000000e+00       2.901623241337e-14       4.692443360641e-15      -6.502883309802e-16 
  637       2.502093484537e-10       4.528066279833e-12      -1.419704105604e-12       0.000000000000e+00       2.885019484237e-14       4.719935608819e-15      -6.524340543626e-16 
  638       2.495330347828e-10       4.559209271604e-12      -1.630666439699e-12       0.000000000000e+00       2.868536243750e-14       4.747324314822e-15      -6.544808052188e-16 
  639       2.488802959447e-10       4.589761657240e-12      -1.844160820690e-12       0.000000000000e+00       2.852172684745e-14       4.774598014904e-15      -6.564301031548e-16 
  640       2.482513971622e-10       4.619711320960e-12      -2.060093141075e-12       0.000000000000e+00       2.835927942749e-14       4.801745117692e-15      -6.582834958616e-16 
  641       2.476466044684e-10       4.649046055714e-12      -2.278367970710e-12       0.000000000000e+00       2.819801123799e-14       4.828753903717e-15      -6.600425592372e-16 
  642       2.470661847065e-10       4.677753562911e-12      -2.498888551511e-12       0.000000000000e+00       2.803791304299e-14       4.855612524935e-15      -6.617088975077e-16 
  643       2.465104055295e-10       4.705821452144e-12      -2.721556792157e-12       0.000000000000e+00       2.787897530870e-14       4.882309004254e-15      -6.632841433492e-16 
  644       2.459795353995e-10       4.733237240920e-12      -2.946273262788e-12       0.000000000000e+00       2.772118820211e-14       4.908831235059e-15      -6.647699580089e-16 
  645       2.454738435874e-10       4.759988354378e-12      -3.172937189707e-12       0.000000000000e+00       2.756454158950e-14       4.935166980737e-15      -6.661680314270e-16 
  646       2.449936001723e-10       4.786062125025e-12      -3.401446450079e-12       0.000000000000e+00       2.740902503497e-14       4.961303874200e-15      -6.674800823581e-16 
  647       2.445390760415e-10       4.811445792457e-12      -3.631697566635e-12       0.000000000000e+00       2.725462779902e-14       4.987229417416e-15      -6.687078584927e-16 
  648       2.441105428894e-10       4.836126503084e-12      -3.863585702371e-12       0.000000000000e+00       2.710133883708e-14       5.012930980928e-15      -6.698531365788e-16 
  649       2.437082732175e-10       4.860091309861e-12      -4.097004655246e-12       0.000000000000e+00       2.694914679805e-14       5.038395803382e-15      -6.709177225433e-16 
  650       2.433325403338e-10       4.883327172012e-12      -4.331846852887e-12       0.000000000000e+00       2.679804002286e-14       5.063610991054e-15      -6.719034516137e-16 
  651       2.429836183525e-10       4.905820954754e-12      -4.568003347287e-12       0.000000000000e+00       2.664800654301e-14       5.088563517372e-15      -6.728121884396e-16 
  652       2.426617821934e-10       4.927559429028e-12      -4.805363809508e-12       0.000000000000e+00       2.649903407912e-14       5.113240222442e-15      -6.736458272139e-16 
  653       2.423673075814e-10       4.948529271221e-12      -5.043816524378e-12       0.000000000000e+00       2.635111003945e-14       5.137627812576e-15      -6.744062917950e-16 
  654       2.421004710464e-10       4.968717062896e-12      -5.283248385196e-12       0.000000000000e+00       2.620422151849e-14       5.161712859813e-15      -6.750955358275e-16 
  655       2.418615499223e-10       4.988109290514e-12      -5.523544888429e-12       0.000000000000e+00       2.605835529547e-14       5.185481801446e-15      -6.757155428646e-16 
  656       2.416508223471e-10       5.006692345166e-12      -5.764590128415e-12       0.000000000000e+00       2.591349783292e-14       5.208920939550e-15      -6.762683264888e-16 
  657       2.414685672622e-10       5.024452522294e-12      -6.006266792064e-12       0.000000000000e+00       2.576963527521e-14       5.232016440503e-15      -6.767559304342e-16 
  658       2.413150644119e-10       5.041376021421e-12      -6.248456153556e-12       0.000000000000e+00       2.562675344712e-14       5.254754334513e-15      -6.771804287073e-16 
  659       2.411905943432e-10       5.057448945873e-12      -6.491038069043e-12       0.000000000000e+00       2.548483785234e-14       5.277120515143e-15      -6.775439257091e-16 
  660       2.410954384049e-10       5.072657302511e-12      -6.733890971352e-12       0.000000000000e+00       2.534387367206e-14       5.299100738837e-15      -6.778485563564e-16 
  661       2.410298018390e-10       5.086989434968e-12      -6.976898461739e-12       0.000000000000e+00       2.520384784605e-14       5.320683133746e-15      -6.780959993270e-16 
  662       2.409935811910e-10       5.100443382818e-12      -7.219969255436e-12       0.000000000000e+00       2.506475536928e-14       5.341865787895e-15      -6.782860047680e-16 
  663       2.409865917698e-10       5.113019684151e-12      -7.463017665462e-12       0.000000000000e+00       2.492659313130e-14       5.362649327408e-15      -6.784178343611e-16 
  664       2.410086440699e-10       5.124718957144e-12      -7.705957041901e-12       0.000000000000e+00       2.478935784533e-14       5.383034422575e-15      -6.784907452476e-16 
  665       2.410595437502e-10       5.135541900452e-12      -7.948699768419e-12       0.000000000000e+00       2.465304604742e-14       5.403021788059e-15      -6.785039900160e-16 
  666       2.411390916123e-10       5.145489293606e-12      -8.191157258767e-12       0.000000000000e+00       2.451765409554e-14       5.422612183116e-15      -6.784568166904e-16 
  667       2.412470835792e-10       5.154561997406e-12      -8.433239953295e-12       0.000000000000e+00       2.438317816871e-14       5.441806411805e-15      -6.783484687183e-16 
  668       2.413833106737e-10       5.162760954310e-12      -8.674857315462e-12       0.000000000000e+00       2.424961426611e-14       5.460605323200e-15      -6.781781849586e-16 
  669       2.415475589967e-10       5.170087188835e-12      -8.915917828344e-12       0.000000000000e+00       2.411695820620e-14       5.479009811608e-15      -6.779451996696e-16 
  670       2.417396097056e-10       5.176541807944e-12      -9.156328991144e-12       0.000000000000e+00       2.398520562585e-14       5.497020816776e-15      -6.776487424972e-16 
  671       2.419592389932e-10       5.182126001444e-12      -9.395997315704e-12       0.000000000000e+00       2.385435197941e-14       5.514639324111e-15      -6.772880384627e-16 
  672       2.422062180657e-10       5.186841042378e-12      -9.634828323011e-12       0.000000000000e+00       2.372439253791e-14       5.531866364890e-15      -6.768623079509e-16 
  673       2.424803131215e-10       5.190688287418e-12      -9.872726539712e-12       0.000000000000e+00       2.359532238808e-14       5.548703016470e-15      -6.763707666981e-16 
  674       2.427812853294e-10       5.193669177261e-12      -1.010959549462e-11       0.000000000000e+00       2.346713643154e-14       5.565150402509e-15      -6.758126257800e-16 
  675       2.431088908073e-10       5.195785237020e-12      -1.034533771522e-11       0.000000000000e+00       2.333982938390e-14       5.581209693174e-15      -6.751870916002e-16 
  676       2.434628806004e-10       5.197038076620e-12      -1.057985472419e-11       0.000000000000e+00       2.321339577384e-14       5.596882105356e-15      -6.744933658773e-16 
  677       2.438430006599e-10       5.197429391190e-12      -1.081304703590e-11       0.000000000000e+00       2.308782994229e-14       5.612168902882e-15      -6.737306456339e-16 
  678       2.442489918213e-10       5.196960961457e-12      -1.104481415293e-11       0.000000000000e+00       2.296312604149e-14       5.627071396731e-15      -6.728981231838e-16 
  679       2.446805897831e-10       5.195634654141e-12      -1.127505456258e-11       0.000000000000e+00       2.283927803414e-14       5.641590945244e-15      -6.719949861208e-16 
  680       2.451375250850e-10       5.193452422346e-12      -1.150366573337e-11       0.000000000000e+00       2.271627969249e-14       5.655728954341e-15      -6.710204173058e-16 
  681       2.456195230865e-10       5.190416305957e-12      -1.173054411154e-11       0.000000000000e+00       2.259412459750e-14       5.669486877731e-15      -6.699735948556e-16 
  682       2.461263039452e-10       5.186528432031e-12      -1.195558511761e-11       0.000000000000e+00       2.247280613792e-14       5.682866217129e-15      -6.688536921305e-16 
  683       2.466575825956e-10       5.181791015192e-12      -1.217868314282e-11       0.000000000000e+00       2.235231750941e-14       5.695868522465e-15      -6.676598777225e-16 
  684       2.472130687272e-10       5.176206358025e-12      -1.239973154571e-11       0.000000000000e+00       2.223265171367e-14       5.708495392100e-15      -6.663913154431e-16 
  685       2.477924667631e-10       5.169776851467e-12      -1.261862264857e-11       0.000000000000e+00       2.211380155757e-14       5.720748473042e-15      -6.650471643115e-16 
  686       2.483954758388e-10       5.162504975205e-12      -1.283524773398e-11       0.000000000000e+00       2.199575965222e-14       5.732629461152e-15      -6.636265785426e-16 
  687       2.490217897800e-10       5.154393298066e-12      -1.304949704132e-11       0.000000000000e+00       2.187851841213e-14       5.744140101365e-15      -6.621287075349e-16 
  688       2.496710970816e-10       5.145444478412e-12      -1.326125976327e-11       0.000000000000e+00       2.176207005432e-14       5.755282187899e-15      -6.605526958586e-16 
  689       2.503430808859e-10       5.135661264535e-12      -1.347042404232e-11       0.000000000000e+00       2.164640659741e-14       5.766057564469e-15      -6.588976832435e-16 
  690       2.510374189611e-10       5.125046495049e-12      -1.367687696730e-11       0.000000000000e+00       2.153151986079e-14       5.776468124502e-15      -6.571628045671e-16 
  691       2.517537836800e-10       5.113603099282e-12      -1.388050456986e-11       0.000000000000e+00       2.141740146367e-14       5.786515811349e-15      -6.553471898429e-16 
  692       2.524918419982e-10       5.101334097675e-12      -1.408119182100e-11       0.000000000000e+00       2.130404282425e-14       5.796202618497e-15      -6.534499642077e-16 
  693       2.532512554325e-10       5.088242602171e-12      -1.427882262757e-11       0.000000000000e+00       2.119143515881e-14       5.805530589786e-15      -6.514702479102e-16 
  694       2.540316800396e-10       5.074331816609e-12      -1.447327982878e-11       0.000000000000e+00       2.107956948085e-14       5.814501819620e-15      -6.494071562990e-16 
  695       2.548327663946e-10       5.059605037120e-12      -1.466444519273e-11       0.000000000000e+00       2.096843660018e-14       5.823118453179e-15      -6.472597998102e-16 
  696       2.556541595690e-10       5.044065652520e-12      -1.485219941289e-11       0.000000000000e+00       2.085802712204e-14       5.831382686638e-15      -6.450272839558e-16 
  697       2.564954991100e-10       5.027717144702e-12      -1.503642210461e-11       0.000000000000e+00       2.074833144625e-14       5.839296767371e-15      -6.427087093115e-16 
  698       2.573564190179e-10       5.010563089032e-12      -1.521699180168e-11       0.000000000000e+00       2.063933976628e-14       5.846862994175e-15      -6.403031715049e-16 
  699       2.582365477255e-10       4.992607154740e-12      -1.539378595277e-11       0.000000000000e+00       2.053104206841e-14       5.854083717476e-15      -6.378097612033e-16 
  700       2.591354937886e-10       4.973854429662e-12      -1.556669501750e-11       0.000000000000e+00       2.042342949669e-14       5.860961119492e-15      -6.352279717899e-16 
  701       2.600528026758e-10       4.954315423941e-12      -1.573566508378e-11       0.000000000000e+00       2.031649848097e-14       5.867496549272e-15      -6.325589317342e-16 
  702       2.609879990362e-10       4.934002150503e-12      -1.590065613129e-11       0.000000000000e+00       2.021024669311e-14       5.873691174229e-15      -6.298041978689e-16 
  703       2.619406008801e-10       4.912926808977e-12      -1.606162801229e-11       0.000000000000e+00       2.010467168835e-14       5.879546199094e-15      -6.269653501135e-16 
  704       2.629101195543e-10       4.891101786421e-12      -1.621854045165e-11       0.000000000000e+00       1.999977090479e-14       5.885062866080e-15      -6.240439915625e-16 
  705       2.638960597170e-10       4.868539658028e-12      -1.637135304670e-11       0.000000000000e+00       1.989554166281e-14       5.890242455039e-15      -6.210417485730e-16 
  706       2.648979193124e-10       4.845253187853e-12      -1.652002526730e-11       0.000000000000e+00       1.979198116452e-14       5.895086283622e-15      -6.179602708526e-16 
  707       2.659151895462e-10       4.821255329528e-12      -1.666451645570e-11       0.000000000000e+00       1.968908649322e-14       5.899595707437e-15      -6.148012315466e-16 
  708       2.669473548602e-10       4.796559226975e-12      -1.680478582658e-11       0.000000000000e+00       1.958685461288e-14       5.903772120210e-15      -6.115663273262e-16 
  709       2.679938929077e-10       4.771178215130e-12      -1.694079246694e-11       0.000000000000e+00       1.948528236753e-14       5.907616953947e-15      -6.082572784760e-16 
  710       2.690542745277e-10       4.745125820657e-12      -1.707249533612e-11       0.000000000000e+00       1.938436648075e-14       5.911131679089e-15      -6.048758289817e-16 
  711       2.701279637206e-10       4.718415762667e-12      -1.719985326570e-11       0.000000000000e+00       1.928410355513e-14       5.914317804674e-15      -6.014237466181e-16 
  712       2.712144176230e-10       4.691061953433e-12      -1.732282495948e-11       0.000000000000e+00       1.918449007170e-14       5.917176878495e-15      -5.979028230362e-16 
  713       2.723130864825e-10       4.663078499111e-12      -1.744136899348e-11       0.000000000000e+00       1.908552238938e-14       5.919710487263e-15      -5.943148738515e-16 
  714       2.734234136327e-10       4.634479700455e-12      -1.755544381582e-11       0.000000000000e+00       1.898719674444e-14       5.921920256764e-15      -5.906617387316e-16 
  715       2.745448354681e-10       4.605280053536e-12      -1.766500774673e-11       0.000000000000e+00       1.888950924996e-14       5.923807852016e-15      -5.869452814835e-16 
  716       2.756767814196e-10       4.575494250460e-12      -1.777001897851e-11       0.000000000000e+00       1.879245589525e-14       5.925374977436e-15      -5.831673901419e-16 
  717       2.768186739287e-10       4.545137180081e-12      -1.787043557545e-11       0.000000000000e+00       1.869603254533e-14       5.926623376990e-15      -5.793299770565e-16 
  718       2.779699284229e-10       4.514223928727e-12      -1.796621547382e-11       0.000000000000e+00       1.860023494039e-14       5.927554834361e-15      -5.754349789797e-16 
  719       2.791299532908e-10       4.482769780908e-12      -1.805731648184e-11       0.000000000000e+00       1.850505869519e-14       5.928171173104e-15      -5.714843571548e-16 
  720       2.802981498565e-10       4.450790220042e-12      -1.814369627958e-11       0.000000000000e+00       1.841049929858e-14       5.928474256806e-15      -5.674800974031e-16 
  721       2.814739123555e-10       4.418300929165e-12      -1.822531241898e-11       0.000000000000e+00       1.831655211288e-14       5.928465989247e-15      -5.634242102118e-16 
  722       2.826566279085e-10       4.385317791657e-12      -1.830212232378e-11       0.000000000000e+00       1.822321237340e-14       5.928148314560e-15      -5.593187308220e-16 
  723       2.838456764974e-10       4.351856891950e-12      -1.837408328947e-11       0.000000000000e+00       1.813047518782e-14       5.927523217385e-15      -5.551657193162e-16 
  724       2.850404309397e-10       4.317934516253e-12      -1.844115248327e-11       0.000000000000e+00       1.803833553572e-14       5.926592723038e-15      -5.509672607057e-16 
  725       2.862402568638e-10       4.283567153266e-12      -1.850328694406e-11       0.000000000000e+00       1.794678826796e-14       5.925358897663e-15      -5.467254650188e-16 
  726       2.874445126834e-10       4.248771494900e-12      -1.856044358238e-11       0.000000000000e+00       1.785582810617e-14       5.923823848392e-15      -5.424424673886e-16 
  727       2.886525495734e-10       4.213564436991e-12      -1.861257918033e-11       0.000000000000e+00       1.776544964219e-14       5.921989723510e-15      -5.381204281399e-16 
  728       2.898637114439e-10       4.177963080020e-12      -1.865965039160e-11       0.000000000000e+00       1.767564733753e-14       5.919858712609e-15      -5.337615328779e-16 
  729       2.910773349158e-10       4.141984729831e-12      -1.870161374134e-11       0.000000000000e+00       1.758641552280e-14       5.917433046750e-15      -5.293679925752e-16 
  730       2.922927492956e-10       4.105646898347e-12      -1.873842562620e-11       0.000000000000e+00       1.749774839718e-14       5.914714998623e-15      -5.249420436598e-16 
  731       2.935092765502e-10       4.068967304288e-12      -1.877004231424e-11       0.000000000000e+00       1.740964002787e-14       5.911706882706e-15      -5.204859481029e-16 
  732       2.947262312822e-10       4.031963873889e-12      -1.879641994490e-11       0.000000000000e+00       1.732208434953e-14       5.908411055421e-15      -5.160019935064e-16 
  733       2.959429207046e-10       3.994654741618e-12      -1.881751452898e-11       0.000000000000e+00       1.723507516375e-14       5.904829915301e-15      -5.114924931907e-16 
  734       2.971586446159e-10       3.957058250890e-12      -1.883328194854e-11       0.000000000000e+00       1.714860613848e-14       5.900965903142e-15      -5.069597862824e-16 
  735       2.983726953749e-10       3.919192954792e-12      -1.884367795692e-11       0.000000000000e+00       1.706267080748e-14       5.896821502170e-15      -5.024062378021e-16 
  736       2.995843578759e-10       3.881077616791e-12      -1.884865817867e-11       0.000000000000e+00       1.697726256980e-14       5.892399238192e-15      -4.978342387520e-16 
  737       3.007929095237e-10       3.842731211460e-12      -1.884817810950e-11       0.000000000000e+00       1.689237468921e-14       5.887701679763e-15      -4.932462062036e-16 
  738       3.019976202081e-10       3.804172925190e-12      -1.884219311627e-11       0.000000000000e+00       1.680800029363e-14       5.882731438341e-15      -4.886445833855e-16 
  739       3.031978028968e-10       3.765421492933e-12      -1.883067107776e-11       0.000000000000e+00       1.672413328636e-14       5.877490487526e-15      -4.840314303836e-16 
  740       3.043929665573e-10       3.726493192610e-12      -1.881363058096e-11       0.000000000000e+00       1.664077110040e-14       5.871978105699e-15      -4.794071872024e-16 
  741       3.055826662034e-10       3.687403812535e-12      -1.879110347860e-11       0.000000000000e+00       1.655791199739e-14       5.866192893091e-15      -4.747718864640e-16 
  742       3.067664525374e-10       3.648169312386e-12      -1.876312231932e-11       0.000000000000e+00       1.647555416044e-14       5.860133449039e-15      -4.701255605818e-16 
  743       3.079438719361e-10       3.608805823769e-12      -1.872972035038e-11       0.000000000000e+00       1.639369569379e-14       5.853798371996e-15      -4.654682417583e-16 
  744       3.091144664370e-10       3.569329650793e-12      -1.869093152041e-11       0.000000000000e+00       1.631233462247e-14       5.847186259541e-15      -4.607999619831e-16 
  745       3.102777737244e-10       3.529757270641e-12      -1.864679048214e-11       0.000000000000e+00       1.623146889190e-14       5.840295708391e-15      -4.561207530309e-16 
  746       3.114333271152e-10       3.490105334145e-12      -1.859733259513e-11       0.000000000000e+00       1.615109636764e-14       5.833125314405e-15      -4.514306464591e-16 
  747       3.125806555454e-10       3.450390666353e-12      -1.854259392847e-11       0.000000000000e+00       1.607121483492e-14       5.825673672603e-15      -4.467296736058e-16 
  748       3.137192835558e-10       3.410630267103e-12      -1.848261126359e-11       0.000000000000e+00       1.599182199841e-14       5.817939377170e-15      -4.420178655879e-16 
  749       3.148487312783e-10       3.370841311597e-12      -1.841742209689e-11       0.000000000000e+00       1.591291548176e-14       5.809921021466e-15      -4.372952532985e-16 
  750       3.159685144220e-10       3.331041150969e-12      -1.834706464256e-11       0.000000000000e+00       1.583449282736e-14       5.801617198041e-15      -4.325618674053e-16 
  751       3.170781442590e-10       3.291247312859e-12      -1.827157783527e-11       0.000000000000e+00       1.575655149588e-14       5.793026498640e-15      -4.278177383481e-16 
  752       3.181771276108e-10       3.251477501986e-12      -1.819100133290e-11       0.000000000000e+00       1.567908886603e-14       5.784147514216e-15      -4.230628963367e-16 
  753       3.192649668342e-10       3.211749600716e-12      -1.810537551927e-11       0.000000000000e+00       1.560210223411e-14       5.774978834939e-15      -4.182973713492e-16 
  754       3.203411598075e-10       3.172081669639e-12      -1.801474150690e-11       0.000000000000e+00       1.552558881376e-14       5.765519050206e-15      -4.135211931292e-16 
  755       3.214051999163e-10       3.132491948135e-12      -1.791914113971e-11       0.000000000000e+00       1.544954573551e-14       5.755766748654e-15      -4.087343911842e-16 
  756       3.224565760401e-10       3.092998854951e-12      -1.781861699578e-11       0.000000000000e+00       1.537397004652e-14       5.745720518163e-15      -4.039369947834e-16 
  757       3.234947725377e-10       3.053620988770e-12      -1.771321239005e-11       0.000000000000e+00       1.529885871018e-14       5.735378945877e-15      -3.991290329554e-16 
  758       3.245192692339e-10       3.014377128784e-12      -1.760297137706e-11       0.000000000000e+00       1.522420860576e-14       5.724740618203e-15      -3.943105344861e-16 
  759       3.255295414052e-10       2.975286235266e-12      -1.748793875372e-11       0.000000000000e+00       1.515001652809e-14       5.713804120828e-15      -3.894815279168e-16 
  760       3.265250597659e-10       2.936367450139e-12      -1.736816006197e-11       0.000000000000e+00       1.507627918720e-14       5.702568038728e-15      -3.846420415418e-16 
  761       3.275052904545e-10       2.897640097553e-12      -1.724368159160e-11       0.000000000000e+00       1.500299320797e-14       5.691030956176e-15      -3.797921034065e-16 
  762       3.284696950194e-10       2.859123684452e-12      -1.711455038289e-11       0.000000000000e+00       1.493015512975e-14       5.679191456754e-15      -3.749317413050e-16 
  763       3.294177304050e-10       2.820837901149e-12      -1.698081422942e-11       0.000000000000e+00       1.485776140606e-14       5.667048123365e-15      -3.700609827783e-16 
  764       3.303488489381e-10       2.782802621895e-12      -1.684252168074e-11       0.000000000000e+00       1.478580840423e-14       5.654599538236e-15      -3.651798551120e-16 
