# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
  310       4.800847586550e-10       1.596498073560e-12       1.610387929477e-11       3.956736102129e-15       3.454138995872e-13       8.242660464847e-14       2.206804653360e-15 
  311       4.754765189809e-10       1.622034830993e-12       1.607137690854e-11       3.973558209374e-15       3.418737087732e-13       8.129911411625e-14       2.215345684955e-15 
  312       4.708832398482e-10       1.647573423652e-12       1.603351130969e-11       3.990289846674e-15       3.383733664047e-13       8.018568240725e-14       2.223693655991e-15 
  313       4.663061149292e-10       1.673105685176e-12       1.599029276327e-11       4.006931826802e-15       3.349125995271e-13       7.908623578332e-14       2.231847127154e-15 
  314       4.617462150334e-10       1.698623932289e-12       1.594173717104e-11       4.023485072753e-15       3.314914896558e-13       7.800074430139e-14       2.239802461065e-15 
  315       4.572046119714e-10       1.724120347825e-12       1.588786247989e-11       4.039950566257e-15       3.281100906263e-13       7.692916762406e-14       2.247555997178e-15 
  316       4.526823784618e-10       1.749586979892e-12       1.582868870177e-11       4.056329348305e-15       3.247684282723e-13       7.587145490481e-14       2.255104051751e-15 
  317       4.481805880381e-10       1.775015741035e-12       1.576423793373e-11       4.072622519675e-15       3.214665001036e-13       7.482754467327e-14       2.262442917826e-15 
  318       4.437003149556e-10       1.800398407403e-12       1.569453437790e-11       4.088831241448e-15       3.182042749844e-13       7.379736472046e-14       2.269568865199e-15 
  319       4.392426340975e-10       1.825726617905e-12       1.561960436144e-11       4.104956735536e-15       3.149816928107e-13       7.278083198403e-14       2.276478140403e-15 
  320       4.348086208823e-10       1.850991873382e-12       1.553947635655e-11       4.121000285203e-15       3.117986641889e-13       7.177785243355e-14       2.283166966676e-15 
  321       4.303993511700e-10       1.876185535765e-12       1.545418100045e-11       4.136963235590e-15       3.086550701135e-13       7.078832095571e-14       2.289631543942e-15 
  322       4.260159011695e-10       1.901298827242e-12       1.536375111536e-11       4.152846994233e-15       3.055507616452e-13       6.981212123958e-14       2.295868048785e-15 
  323       4.216593473447e-10       1.926322829417e-12       1.526822172850e-11       4.168653031590e-15       3.024855595888e-13       6.884912566190e-14       2.301872634423e-15 
  324       4.173307663214e-10       1.951248482480e-12       1.516763009206e-11       4.184382881564e-15       2.994592541713e-13       6.789919517227e-14       2.307641430685e-15 
  325       4.130312347943e-10       1.976066584366e-12       1.506201570318e-11       4.200038142023e-15       2.964716047197e-13       6.696217917844e-14       2.313170543987e-15 
  326       4.087618294335e-10       2.000767789920e-12       1.495142032396e-11       4.215620475323e-15       2.935223393394e-13       6.603791543154e-14       2.318456057306e-15 
  327       4.045236267913e-10       2.025342610060e-12       1.483588800141e-11       4.231131608835e-15       2.906111545918e-13       6.512622991133e-14       2.323494030157e-15 
  328       4.003177032089e-10       2.049781410941e-12       1.471546508748e-11       4.246573335464e-15       2.877377151723e-13       6.422693671146e-14       2.328280498568e-15 
  329       3.961451347233e-10       2.074074413120e-12       1.459020025898e-11       4.261947514171e-15       2.849016535888e-13       6.333983792472e-14       2.332811475056e-15 
  330       3.920069969738e-10       2.098211690716e-12       1.446014453764e-11       4.277256070499e-15       2.821025698389e-13       6.246472352828e-14       2.337082948600e-15 
  331       3.879043651088e-10       2.122183170579e-12       1.432535131004e-11       4.292500997095e-15       2.793400310888e-13       6.160137126892e-14       2.341090884621e-15 
  332       3.838383136928e-10       2.145978631448e-12       1.418587634761e-11       4.307684354231e-15       2.766135713504e-13       6.074954654832e-14       2.344831224955e-15 
  333       3.798099166127e-10       2.169587703118e-12       1.404177782661e-11       4.322808270328e-15       2.739226911601e-13       5.990900230828e-14       2.348299887827e-15 
  334       3.758202469849e-10       2.192999865603e-12       1.389311634815e-11       4.337874942481e-15       2.712668572561e-13       5.907947891599e-14       2.351492767831e-15 
  335       3.718703770618e-10       2.216204448298e-12       1.373995495813e-11       4.352886636976e-15       2.686455022569e-13       5.826070404927e-14       2.354405735900e-15 
  336       3.679613781388e-10       2.239190629145e-12       1.358235916723e-11       4.367845689819e-15       2.660580243391e-13       5.745239258178e-14       2.357034639287e-15 
  337       3.640943204608e-10       2.261947433795e-12       1.342039697093e-11       4.382754507257e-15       2.635037869155e-13       5.665424646834e-14       2.359375301537e-15 
  338       3.602702731290e-10       2.284463734773e-12       1.325413886945e-11       4.397615566298e-15       2.609821183129e-13       5.586595463015e-14       2.361423522463e-15 
  339       3.564903040076e-10       2.306728250640e-12       1.308365788776e-11       4.412431415238e-15       2.584923114502e-13       5.508719284000e-14       2.363175078123e-15 
  340       3.527554796308e-10       2.328729545158e-12       1.290902959558e-11       4.427204674180e-15       2.560336235165e-13       5.431762360758e-14       2.364625720794e-15 
  341       3.490668651092e-10       2.350456026451e-12       1.273033212732e-11       4.441938035560e-15       2.536052756490e-13       5.355689606468e-14       2.365771178949e-15 
  342       3.454255240365e-10       2.371895946173e-12       1.254764620210e-11       4.456634264668e-15       2.512064526110e-13       5.280464585049e-14       2.366607157232e-15 
  343       3.418325183968e-10       2.393037398667e-12       1.236105514374e-11       4.471296200170e-15       2.488363024698e-13       5.206049499680e-14       2.367129336432e-15 
  344       3.382889084707e-10       2.413868320133e-12       1.217064490070e-11       4.485926754635e-15       2.464939362750e-13       5.132405181326e-14       2.367333373462e-15 
  345       3.347957527422e-10       2.434376487787e-12       1.197650406612e-11       4.500528915053e-15       2.441784277361e-13       5.059491077266e-14       2.367214901331e-15 
  346       3.313541078058e-10       2.454549519029e-12       1.177872389776e-11       4.515105743360e-15       2.418888129008e-13       4.987265239614e-14       2.366769529121e-15 
  347       3.279650282727e-10       2.474374870602e-12       1.157739833803e-11       4.529660376960e-15       2.396240898330e-13       4.915684313845e-14       2.365992841963e-15 
  348       3.246295666780e-10       2.493839837761e-12       1.137262403392e-11       4.544196029250e-15       2.373832182904e-13       4.844703527324e-14       2.364880401013e-15 
  349       3.213486774271e-10       2.512932815960e-12       1.116449479973e-11       4.558715749183e-15       2.351653115942e-13       4.774285866686e-14       2.363429013690e-15 
  350       3.181229244226e-10       2.531647145486e-12       1.095308471044e-11       4.573221687883e-15       2.329702216908e-13       4.704430054219e-14       2.361640602685e-15 
  351       3.149527611104e-10       2.549977424887e-12       1.073846434518e-11       4.587715802588e-15       2.307979777610e-13       4.635143711079e-14       2.359518497612e-15 
  352       3.118386251573e-10       2.567918263250e-12       1.052070629568e-11       4.602200095151e-15       2.286485960893e-13       4.566434270841e-14       2.357066180467e-15 
  353       3.087809382630e-10       2.585464280612e-12       1.029988518075e-11       4.616676612322e-15       2.265220799306e-13       4.498308977057e-14       2.354287286850e-15 
  354       3.057801059731e-10       2.602610108359e-12       1.007607766087e-11       4.631147446032e-15       2.244184193769e-13       4.430774880803e-14       2.351185607188e-15 
  355       3.028365174912e-10       2.619350389634e-12       9.849362452636e-12       4.645614733685e-15       2.223375912242e-13       4.363838838233e-14       2.347765087958e-15 
  356       2.999505454915e-10       2.635679779734e-12       9.619820343340e-12       4.660080658437e-15       2.202795588393e-13       4.297507508131e-14       2.344029832911e-15 
  357       2.971225459313e-10       2.651592946524e-12       9.387534205478e-12       4.674547449490e-15       2.182442720266e-13       4.231787349465e-14       2.339984104299e-15 
  358       2.943528578635e-10       2.667084570831e-12       9.152589011277e-12       4.689017382369e-15       2.162316668950e-13       4.166684618933e-14       2.335632324091e-15 
  359       2.916418032487e-10       2.682149346854e-12       8.915071847216e-12       4.703492779219e-15       2.142416657245e-13       4.102205368521e-14       2.330979075203e-15 
  360       2.889896867683e-10       2.696781982566e-12       8.675071928560e-12       4.717976009079e-15       2.122741768330e-13       4.038355443055e-14       2.326029102718e-15 
  361       2.863967956364e-10       2.710977200118e-12       8.432680613876e-12       4.732469488178e-15       2.103290944435e-13       3.975140477748e-14       2.320787315113e-15 
  362       2.838633994126e-10       2.724729736244e-12       8.187991419565e-12       4.746975680217e-15       2.084062985504e-13       3.912565895756e-14       2.315258785476e-15 
  363       2.813897498144e-10       2.738034342661e-12       7.941100034385e-12       4.761497096654e-15       2.065056547868e-13       3.850636905731e-14       2.309448752737e-15 
  364       2.789760805295e-10       2.750885786479e-12       7.692104333975e-12       4.776036296993e-15       2.046270142907e-13       3.789358499368e-14       2.303362622887e-15 
  365       2.766226070284e-10       2.763278850601e-12       7.441104395383e-12       4.790595889069e-15       2.027702135723e-13       3.728735448962e-14       2.297005970202e-15 
  366       2.743295263770e-10       2.775208334126e-12       7.188202511589e-12       4.805178529331e-15       2.009350743807e-13       3.668772304959e-14       2.290384538466e-15 
  367       2.720970170488e-10       2.786669052755e-12       6.933503206031e-12       4.819786923135e-15       1.991214035707e-13       3.609473393506e-14       2.283504242199e-15 
  368       2.699252387376e-10       2.797655839196e-12       6.677113247132e-12       4.834423825022e-15       1.973289929694e-13       3.550842814004e-14       2.276371167872e-15 
  369       2.678143321697e-10       2.808163543566e-12       6.419141662822e-12       4.849092039012e-15       1.955576192433e-13       3.492884436662e-14       2.268991575139e-15 
  370       2.657644189168e-10       2.818187033792e-12       6.159699755066e-12       4.863794418882e-15       1.938070437648e-13       3.435601900045e-14       2.261371898055e-15 
  371       2.637756012079e-10       2.827721196024e-12       5.898901114389e-12       4.878533868460e-15       1.920770124795e-13       3.378998608630e-14       2.253518746303e-15 
  372       2.618479617423e-10       2.836760935027e-12       5.636861634399e-12       4.893313341906e-15       1.903672557723e-13       3.323077730357e-14       2.245438906413e-15 
  373       2.599815635016e-10       2.845301174595e-12       5.373699526315e-12       4.908135844000e-15       1.886774883349e-13       3.267842194179e-14       2.237139342990e-15 
  374       2.581764495627e-10       2.853336857950e-12       5.109535333492e-12       4.923004430426e-15       1.870074090322e-13       3.213294687616e-14       2.228627199936e-15 
  375       2.564326429096e-10       2.860862948145e-12       4.844491945946e-12       4.937922208062e-15       1.853567007691e-13       3.159437654306e-14       2.219909801672e-15 
  376       2.547501462466e-10       2.867874428473e-12       4.578694614877e-12       4.952892335262e-15       1.837250303576e-13       3.106273291559e-14       2.210994654363e-15 
  377       2.531289418102e-10       2.874366302865e-12       4.312270967198e-12       4.967918022147e-15       1.821120483832e-13       3.053803547907e-14       2.201889447142e-15 
  378       2.515689911818e-10       2.880333596296e-12       4.045351020058e-12       4.983002530884e-15       1.805173890722e-13       3.002030120655e-14       2.192602053330e-15 
  379       2.500702351000e-10       2.885771355193e-12       3.778067195367e-12       4.998149175980e-15       1.789406701579e-13       2.950954453437e-14       2.183140531665e-15 
  380       2.486325932735e-10       2.890674647832e-12       3.510554334324e-12       5.013361324562e-15       1.773814927479e-13       2.900577733764e-14       2.173513127521e-15 
  381       2.472559641931e-10       2.895038564746e-12       3.242949711939e-12       5.028642396665e-15       1.758394411908e-13       2.850900890580e-14       2.163728274132e-15 
  382       2.459402249443e-10       2.898858219129e-12       2.975393051561e-12       5.043995865522e-15       1.743140829429e-13       2.801924591808e-14       2.153794593817e-15 
  383       2.446852310198e-10       2.902128747238e-12       2.708026539402e-12       5.059425257842e-15       1.728049684350e-13       2.753649241908e-14       2.143720899205e-15 
  384       2.434908161321e-10       2.904845308799e-12       2.440994839061e-12       5.074934154105e-15       1.713116309393e-13       2.706074979428e-14       2.133516194454e-15 
  385       2.423567920257e-10       2.907003087410e-12       2.174445106052e-12       5.090526188841e-15       1.698335864361e-13       2.659201674554e-14       2.123189676476e-15 
  386       2.412829482898e-10       2.908597290943e-12       1.908527002328e-12       5.106205050921e-15       1.683703334807e-13       2.613028926660e-14       2.112750736164e-15 
  387       2.402690521706e-10       2.909623151952e-12       1.643392710806e-12       5.121974483839e-15       1.669213530703e-13       2.567556061868e-14       2.102208959611e-15 
  388       2.393148520121e-10       2.910077042274e-12       1.379183061071e-12       5.137837835222e-15       1.654862015510e-13       2.522781775523e-14       2.091572572267e-15 
  389       2.384200881025e-10       2.909959861987e-12       1.115985304696e-12       5.153796686190e-15       1.640647934430e-13       2.478703049913e-14       2.080843704753e-15 
  390       2.375844818657e-10       2.909273778015e-12       8.538737889852e-13       5.169852171284e-15       1.626571289333e-13       2.435316191260e-14       2.070022952363e-15 
  391       2.368077320850e-10       2.908021122654e-12       5.929237066403e-13       5.186005424548e-15       1.612632017318e-13       2.392617178421e-14       2.059110916126e-15 
  392       2.360895147193e-10       2.906204394866e-12       3.332110992495e-13       5.202257579454e-15       1.598829990118e-13       2.350601660151e-14       2.048108202792e-15 
  393       2.354294827178e-10       2.903826261568e-12       7.481286076746e-14       5.218609768832e-15       1.585165013509e-13       2.309264952373e-14       2.037015424817e-15 
  394       2.348272658356e-10       2.900889558921e-12      -1.821932590014e-13       5.235063124795e-15       1.571636826718e-13       2.268602035452e-14       2.025833200350e-15 
  395       2.342824704490e-10       2.897397293618e-12      -4.377286509197e-13       5.251618778670e-15       1.558245101829e-13       2.228607551459e-14       2.014562153217e-15 
  396       2.337946793711e-10       2.893352644179e-12      -6.917138430344e-13       5.268277860921e-15       1.544989443194e-13       2.189275801446e-14       2.003202912908e-15 
  397       2.333634516667e-10       2.888758962235e-12      -9.440684970943e-13       5.285041501082e-15       1.531869386838e-13       2.150600742713e-14       1.991756114560e-15 
  398       2.329883224679e-10       2.883619773821e-12      -1.194711405066e-12       5.301910827682e-15       1.518884399867e-13       2.112575986078e-14       1.980222398944e-15 
  399       2.326688027896e-10       2.877938780666e-12      -1.443560485654e-12       5.318886968172e-15       1.506033879878e-13       2.075194793145e-14       1.968602412453e-15 
  400       2.324043793445e-10       2.871719861480e-12      -1.690532780813e-12       5.335971048855e-15       1.493317154364e-13       2.038450073579e-14       1.956896807083e-15 
  401       2.321945143589e-10       2.864967073247e-12      -1.935544452269e-12       5.353164194810e-15       1.480733480124e-13       2.002334382370e-14       1.945106240420e-15 
  402       2.320386453876e-10       2.857684652512e-12      -2.178510778035e-12       5.370467529825e-15       1.468282042669e-13       1.966839917105e-14       1.933231375628e-15 
  403       2.319361851294e-10       2.849877016675e-12      -2.419346148930e-12       5.387882176321e-15       1.455961955632e-13       1.931958515240e-14       1.921272881430e-15 
  404       2.318865212427e-10       2.841548765274e-12      -2.657964065091e-12       5.405409255279e-15       1.443772260173e-13       1.897681651365e-14       1.909231432100e-15 
  405       2.318890161605e-10       2.832704681281e-12      -2.894277132498e-12       5.423049886172e-15       1.431711924389e-13       1.864000434477e-14       1.897107707441e-15 
  406       2.319430069060e-10       2.823349732389e-12      -3.128197059483e-12       5.440805186887e-15       1.419779842720e-13       1.830905605251e-14       1.884902392775e-15 
  407       2.320478049077e-10       2.813489072301e-12      -3.359634653252e-12       5.458676273658e-15       1.407974835359e-13       1.798387533305e-14       1.872616178929e-15 
  408       2.322026958151e-10       2.803128042024e-12      -3.588499816403e-12       5.476664260991e-15       1.396295647658e-13       1.766436214474e-14       1.860249762217e-15 
  409       2.324069393138e-10       2.792272171152e-12      -3.814701543438e-12       5.494770261591e-15       1.384740949538e-13       1.735041268077e-14       1.847803844429e-15 
  410       2.326597689407e-10       2.780927179162e-12      -4.038147917286e-12       5.512995386292e-15       1.373309334891e-13       1.704191934191e-14       1.835279132814e-15 
  411       2.329603918999e-10       2.769098976700e-12      -4.258746105816e-12       5.531340743983e-15       1.361999320997e-13       1.673877070913e-14       1.822676340069e-15 
  412       2.333079888775e-10       2.756793666872e-12      -4.476402358356e-12       5.549807441537e-15       1.350809347922e-13       1.644085151638e-14       1.809996184319e-15 
  413       2.337017138573e-10       2.744017546534e-12      -4.691022002209e-12       5.568396583736e-15       1.339737777935e-13       1.614804262324e-14       1.797239389107e-15 
  414       2.341406939358e-10       2.730777107583e-12      -4.902509439173e-12       5.587109273204e-15       1.328782894909e-13       1.586022098763e-14       1.784406683378e-15 
  415       2.346240291381e-10       2.717079038243e-12      -5.110768142054e-12       5.605946610328e-15       1.317942903729e-13       1.557725963851e-14       1.771498801465e-15 
  416       2.351507922325e-10       2.702930224358e-12      -5.315700651186e-12       5.624909693192e-15       1.307215929706e-13       1.529902764855e-14       1.758516483075e-15 
  417       2.357200285466e-10       2.688337750680e-12      -5.517208570947e-12       5.643999617500e-15       1.296600017979e-13       1.502539010689e-14       1.745460473271e-15 
  418       2.363307557823e-10       2.673308902163e-12      -5.715192566276e-12       5.663217476506e-15       1.286093132922e-13       1.475620809177e-14       1.732331522462e-15 
  419       2.369819638311e-10       2.657851165244e-12      -5.909552359192e-12       5.682564360941e-15       1.275693157558e-13       1.449133864327e-14       1.719130386386e-15 
  420       2.376726145894e-10       2.641972229142e-12      -6.100186725309e-12       5.702041358943e-15       1.265397892961e-13       1.423063473597e-14       1.705857826097e-15 
  421       2.384016417742e-10       2.625679987144e-12      -6.286993490353e-12       5.721649555978e-15       1.255205057667e-13       1.397394525170e-14       1.692514607948e-15 
  422       2.391679507382e-10       2.608982537891e-12      -6.469869526681e-12       5.741390034779e-15       1.245112287078e-13       1.372111495219e-14       1.679101503580e-15 
  423       2.399704182850e-10       2.591888186676e-12      -6.648710749797e-12       5.761263875261e-15       1.235117132876e-13       1.347198445179e-14       1.665619289905e-15 
  424       2.408078924848e-10       2.574405446726e-12      -6.823412114869e-12       5.781272154458e-15       1.225217062424e-13       1.322639019016e-14       1.652068749091e-15 
  425       2.416791924897e-10       2.556543040497e-12      -6.993867613246e-12       5.801415946448e-15       1.215409458178e-13       1.298416440496e-14       1.638450668551e-15 
  426       2.425831083485e-10       2.538309900960e-12      -7.159970268977e-12       5.821696322278e-15       1.205691617095e-13       1.274513510458e-14       1.624765840923e-15 
  427       2.435185058915e-10       2.519715137898e-12      -7.321626514209e-12       5.842114005927e-15       1.196061218469e-13       1.250915784077e-14       1.611015179224e-15 
  428       2.444846456869e-10       2.500767932894e-12      -7.478799861137e-12       5.862668329434e-15       1.186517746188e-13       1.227621227287e-14       1.597200066635e-15 
  429       2.454808745729e-10       2.481477643305e-12      -7.631468709006e-12       5.883358242077e-15       1.177061113699e-13       1.204630883521e-14       1.583322018586e-15 
  430       2.465065214532e-10       2.461853838198e-12      -7.779612105403e-12       5.904182650836e-15       1.167691199671e-13       1.181945722754e-14       1.569382568728e-15 
  431       2.475608971824e-10       2.441906299616e-12      -7.923209752225e-12       5.925140420090e-15       1.158407847705e-13       1.159566640863e-14       1.555383268996e-15 
  432       2.486432944496e-10       2.421645023846e-12      -8.062242011627e-12       5.946230371323e-15       1.149210866054e-13       1.137494458985e-14       1.541325689667e-15 
  433       2.497529876631e-10       2.401080222685e-12      -8.196689911992e-12       5.967451282823e-15       1.140100027334e-13       1.115729922870e-14       1.527211419424e-15 
  434       2.508892328348e-10       2.380222324704e-12      -8.326535153879e-12       5.988801889385e-15       1.131075068241e-13       1.094273702246e-14       1.513042065417e-15 
  435       2.520512674643e-10       2.359081976523e-12      -8.451760115987e-12       6.010280882014e-15       1.122135689268e-13       1.073126390171e-14       1.498819253323e-15 
  436       2.532383104233e-10       2.337670044067e-12      -8.572347861114e-12       6.031886907624e-15       1.113281554418e-13       1.052288502394e-14       1.484544627407e-15 
  437       2.544495618399e-10       2.315997613841e-12      -8.688282142114e-12       6.053618568745e-15       1.104512290922e-13       1.031760476712e-14       1.470219850584e-15 
  438       2.556842029834e-10       2.294075994193e-12      -8.799547407853e-12       6.075474423217e-15       1.095827488950e-13       1.011542672326e-14       1.455846604479e-15 
  439       2.569413961479e-10       2.271916716583e-12      -8.906128809174e-12       6.097452983900e-15       1.087226701332e-13       9.916353692015e-15       1.441426589489e-15 
  440       2.582202845371e-10       2.249531536847e-12      -9.008012204847e-12       6.119552718369e-15       1.078709443269e-13       9.720387674234e-15       1.426961524846e-15 
  441       2.595199921487e-10       2.226932436466e-12      -9.105184167536e-12       6.141772048623e-15       1.070275192050e-13       9.527529865567e-15       1.412453148672e-15 
  442       2.608396236584e-10       2.204131623832e-12      -9.197631989752e-12       6.164109350779e-15       1.061923386767e-13       9.337780650023e-15       1.397903218048e-15 
  443       2.621782643047e-10       2.181141535515e-12      -9.285343689813e-12       6.186562954781e-15       1.053653428031e-13       9.151139593555e-15       1.383313509069e-15 
  444       2.635349797726e-10       2.157974837530e-12      -9.368308017803e-12       6.209131144096e-15       1.045464677687e-13       8.967605437634e-15       1.368685816909e-15 
  445       2.649088160785e-10       2.134644426603e-12      -9.446514461530e-12       6.231812155419e-15       1.037356458529e-13       8.787176092830e-15       1.354021955878e-15 
  446       2.662987994546e-10       2.111163431437e-12      -9.519953252483e-12       6.254604178376e-15       1.029328054016e-13       8.609848632386e-15       1.339323759490e-15 
  447       2.677039362326e-10       2.087545213983e-12      -9.588615371796e-12       6.277505355223e-15       1.021378707986e-13       8.435619285799e-15       1.324593080516e-15 
  448       2.691232127286e-10       2.063803370702e-12      -9.652492556198e-12       6.300513780549e-15       1.013507624374e-13       8.264483432397e-15       1.309831791050e-15 
  449       2.705555951274e-10       2.039951733833e-12      -9.711577303979e-12       6.323627500978e-15       1.005713966925e-13       8.096435594914e-15       1.295041782568e-15 
  450       2.720000293666e-10       2.016004372662e-12      -9.765862880945e-12       6.346844514871e-15       9.979968589102e-14       7.931469433071e-15       1.280224965994e-15 
  451       2.734554410210e-10       1.991975594785e-12      -9.815343326377e-12       6.370162772028e-15       9.903553828417e-14       7.769577737152e-15       1.265383271753e-15 
  452       2.749207351872e-10       1.967879947380e-12      -9.860013458990e-12       6.393580173388e-15       9.827885801893e-14       7.610752421580e-15       1.250518649837e-15 
  453       2.763947963675e-10       1.943732218469e-12      -9.899868882889e-12       6.417094570734e-15       9.752954510947e-14       7.454984518499e-15       1.235633069869e-15 
  454       2.778764883548e-10       1.919547438186e-12      -9.934905993534e-12       6.440703766393e-15       9.678749540870e-14       7.302264171346e-15       1.220728521156e-15 
  455       2.793646541162e-10       1.895340880044e-12      -9.965121983689e-12       6.464405512938e-15       9.605260057985e-14       7.152580628433e-15       1.205807012757e-15 
  456       2.808581156782e-10       1.871128062206e-12      -9.990514849390e-12       6.488197512888e-15       9.532474806799e-14       7.005922236525e-15       1.190870573543e-15 
  457       2.823556740104e-10       1.846924748743e-12      -1.001108339590e-11       6.512077418414e-15       9.460382107151e-14       6.862276434412e-15       1.175921252256e-15 
  458       2.838561089101e-10       1.822746950907e-12      -1.002682724365e-11       6.536042831039e-15       9.388969851376e-14       6.721629746494e-15       1.160961117569e-15 
  459       2.853581788864e-10       1.798610928400e-12      -1.003774683425e-11       6.560091301338e-15       9.318225501449e-14       6.583967776352e-15       1.145992258153e-15 
  460       2.868606210451e-10       1.774533190632e-12      -1.004384343637e-11       6.584220328642e-15       9.248136086145e-14       6.449275200330e-15       1.131016782731e-15 
  461       2.883621509724e-10       1.750530497997e-12      -1.004511915177e-11       6.608427360739e-15       9.178688198190e-14       6.317535761113e-15       1.116036820145e-15 
  462       2.898614626196e-10       1.726619863134e-12      -1.004157692122e-11       6.632709793577e-15       9.109867991414e-14       6.188732261298e-15       1.101054519413e-15 
  463       2.913572281873e-10       1.702818552197e-12      -1.003322053045e-11       6.657064970963e-15       9.041661177905e-14       6.062846556982e-15       1.086072049793e-15 
  464       2.928480980098e-10       1.679144086117e-12      -1.002005461617e-11       6.681490184269e-15       8.974053025166e-14       5.939859551331e-15       1.071091600842e-15 
  465       2.943327004397e-10       1.655614241878e-12      -1.000208467193e-11       6.705982672130e-15       8.907028353264e-14       5.819751188160e-15       1.056115382477e-15 
  466       2.958097955363e-10       1.632245683194e-12      -9.979323461153e-12       6.730539644559e-15       8.840574074867e-14       5.702500567018e-15       1.041145429655e-15 
  467       2.972787416452e-10       1.609049802994e-12      -9.951810464016e-12       6.755158356717e-15       8.774686908353e-14       5.588086305442e-15       1.026183009568e-15 
  468       2.987390431483e-10       1.586036753722e-12      -9.919593048987e-12       6.779836036855e-15       8.709365899739e-14       5.476486175361e-15       1.011229196071e-15 
  469       3.001901979443e-10       1.563216806705e-12      -9.882720130159e-12       6.804569861832e-15       8.644609900115e-14       5.367676976271e-15       9.962850633478e-16 
  470       3.016316974176e-10       1.540600352663e-12      -9.841242176738e-12       6.829356956826e-15       8.580417564197e-14       5.261634528884e-15       9.813516858652e-16 
  471       3.030630264074e-10       1.518197902216e-12      -9.795211222535e-12       6.854194395050e-15       8.516787348883e-14       5.158333668768e-15       9.664301383262e-16 
  472       3.044836631774e-10       1.496020086399e-12      -9.744680875456e-12       6.879079197470e-15       8.453717511811e-14       5.057748239997e-15       9.515214956228e-16 
  473       3.058930793843e-10       1.474077657174e-12      -9.689706326995e-12       6.904008332519e-15       8.391206109913e-14       4.959851088791e-15       9.366268327896e-16 
  474       3.072907400473e-10       1.452381487937e-12      -9.630344361725e-12       6.928978715809e-15       8.329250997972e-14       4.864614057163e-15       9.217472249576e-16 
  475       3.086761035173e-10       1.430942574030e-12      -9.566653366789e-12       6.953987209853e-15       8.267849827176e-14       4.772007976562e-15       9.068837473070e-16 
  476       3.100486214458e-10       1.409772033257e-12      -9.498693341391e-12       6.979030623774e-15       8.207000043676e-14       4.682002661520e-15       8.920374750211e-16 
  477       3.114077387543e-10       1.388881106387e-12      -9.426525906288e-12       7.004105713024e-15       8.146698887141e-14       4.594566903295e-15       8.772094832392e-16 
  478       3.127528936032e-10       1.368281157671e-12      -9.350214313282e-12       7.029209179097e-15       8.086943389312e-14       4.509668463515e-15       8.624008470104e-16 
  479       3.140835173612e-10       1.347983675352e-12      -9.269823454710e-12       7.054337669247e-15       8.027730372562e-14       4.427274067824e-15       8.476126412467e-16 
  480       3.153990345744e-10       1.328000272174e-12      -9.185419872939e-12       7.079487776200e-15       7.969056448447e-14       4.347349399527e-15       8.328459406765e-16 
  481       3.166988629351e-10       1.308342685895e-12      -9.097071769850e-12       7.104656037874e-15       7.910918016265e-14       4.269859093231e-15       8.181018197981e-16 
  482       3.179824132517e-10       1.289022779796e-12      -9.004849016337e-12       7.129838937089e-15       7.853311261612e-14       4.194766728495e-15       8.033813528328e-16 
  483       3.192490894170e-10       1.270052543195e-12      -8.908823161797e-12       7.155032901285e-15       7.796232154935e-14       4.122034823471e-15       7.886856136786e-16 
  484       3.204982883779e-10       1.251444091955e-12      -8.809067443615e-12       7.180234302238e-15       7.739676450090e-14       4.051624828550e-15       7.740156758631e-16 
  485       3.217294001044e-10       1.233209668997e-12      -8.705656796665e-12       7.205439455774e-15       7.683639682899e-14       3.983497120004e-15       7.593726124976e-16 
  486       3.229418075587e-10       1.215361644810e-12      -8.598667862794e-12       7.230644621485e-15       7.628117169702e-14       3.917610993635e-15       7.447574962299e-16 
  487       3.241348866645e-10       1.197912517964e-12      -8.488179000317e-12       7.255846002445e-15       7.573104005917e-14       3.853924658417e-15       7.301713991978e-16 
  488       3.253080062761e-10       1.180874915617e-12      -8.374270293508e-12       7.281039744921e-15       7.518595064593e-14       3.792395230140e-15       7.156153929827e-16 
  489       3.264605281472e-10       1.164261594030e-12      -8.257023562090e-12       7.306221938096e-15       7.464584994966e-14       3.732978725057e-15       7.010905485628e-16 
  490       3.275918069006e-10       1.148085439076e-12      -8.136522370728e-12       7.331388613776e-15       7.411068221016e-14       3.675630053525e-15       6.865979362665e-16 
  491       3.287011899972e-10       1.132359466753e-12      -8.012852038519e-12       7.356535746114e-15       7.358038940024e-14       3.620303013655e-15       6.721386257258e-16 
  492       3.297880177047e-10       1.117096823691e-12      -7.886099648486e-12       7.381659251315e-15       7.305491121124e-14       3.566950284950e-15       6.577136858296e-16 
