# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
 1378       1.094315437345e-10       2.319930923011e-12      -7.397373018770e-12       1.015079853254e-14       1.498563839383e-15       5.783679108576e-16      -5.295531208262e-17 
 1379       1.095393773510e-10       2.297214032747e-12      -7.343363460243e-12       1.014847144232e-14       1.494171242875e-15       5.773150075150e-16      -5.214645979540e-17 
 1380       1.096427442550e-10       2.274698289196e-12      -7.287948194264e-12       1.014612571191e-14       1.489794179815e-15       5.762217472122e-16      -5.133604133658e-17 
 1381       1.097415554409e-10       2.252391104711e-12      -7.231153851382e-12       1.014375951063e-14       1.485432588159e-15       5.750904205218e-16      -5.052417007909e-17 
 1382       1.098357214727e-10       2.230299929879e-12      -7.173007240752e-12       1.014137099716e-14       1.481086405001e-15       5.739233319903e-16      -4.971096005094e-17 
 1383       1.099251524826e-10       2.208432253583e-12      -7.113535350467e-12       1.013895831945e-14       1.476755566568e-15       5.727228001634e-16      -4.889652593633e-17 
 1384       1.100097581704e-10       2.186795603072e-12      -7.052765347902e-12       1.013651961477e-14       1.472440008221e-15       5.714911576122e-16      -4.808098307688e-17 
 1385       1.100894478028e-10       2.165397544026e-12      -6.990724580043e-12       1.013405300964e-14       1.468139664453e-15       5.702307509584e-16      -4.726444747274e-17 
 1386       1.101641302126e-10       2.144245680622e-12      -6.927440573832e-12       1.013155661983e-14       1.463854468885e-15       5.689439409006e-16      -4.644703578382e-17 
 1387       1.102337137983e-10       2.123347655600e-12      -6.862941036496e-12       1.012902855034e-14       1.459584354267e-15       5.676331022391e-16      -4.562886533095e-17 
 1388       1.102981065228e-10       2.102711150327e-12      -6.797253855891e-12       1.012646689537e-14       1.455329252473e-15       5.663006239023e-16      -4.481005409702e-17 
 1389       1.103572159133e-10       2.082343884869e-12      -6.730407100837e-12       1.012386973832e-14       1.451089094502e-15       5.649489089723e-16      -4.399072072822e-17 
 1390       1.104109490600e-10       2.062253618048e-12      -6.662429021451e-12       1.012123515176e-14       1.446863810472e-15       5.635803747102e-16      -4.317098453514e-17 
 1391       1.104592126157e-10       2.042448147517e-12      -6.593348049489e-12       1.011856119740e-14       1.442653329623e-15       5.621974525822e-16      -4.235096549399e-17 
 1392       1.105019127951e-10       2.022935309820e-12      -6.523192798683e-12       1.011584592609e-14       1.438457580311e-15       5.608025882849e-16      -4.153078424779e-17 
 1393       1.105389553739e-10       2.003722980461e-12      -6.451992065074e-12       1.011308737780e-14       1.434276490010e-15       5.593982417714e-16      -4.071056210747e-17 
 1394       1.105702456880e-10       1.984819073969e-12      -6.379774827353e-12       1.011028358156e-14       1.430109985306e-15       5.579868872766e-16      -3.989042105314e-17 
 1395       1.105956886332e-10       1.966231543965e-12      -6.306570247195e-12       1.010743255549e-14       1.425957991896e-15       5.565710133432e-16      -3.907048373518e-17 
 1396       1.106151886640e-10       1.947968383224e-12      -6.232407669599e-12       1.010453230678e-14       1.421820434590e-15       5.551531228471e-16      -3.825087347548e-17 
 1397       1.106286497931e-10       1.930037623749e-12      -6.157316623223e-12       1.010158083163e-14       1.417697237303e-15       5.537357330232e-16      -3.743171426856e-17 
 1398       1.106359755906e-10       1.912447336829e-12      -6.081326820722e-12       1.009857611526e-14       1.413588323058e-15       5.523213754913e-16      -3.661313078278e-17 
 1399       1.106370691833e-10       1.895205633109e-12      -6.004468159085e-12       1.009551613187e-14       1.409493613980e-15       5.509125962814e-16      -3.579524836151e-17 
 1400       1.106318332539e-10       1.878320662656e-12      -5.926770719971e-12       1.009239884467e-14       1.405413031299e-15       5.495119558595e-16      -3.497819302429e-17 
 1401       1.106201700406e-10       1.861800615024e-12      -5.848264770047e-12       1.008922220578e-14       1.401346495343e-15       5.481220291536e-16      -3.416209146801e-17 
 1402       1.106019999469e-10       1.845652521391e-12      -5.768980765159e-12       1.008598437850e-14       1.397293932523e-15       5.467446387788e-16      -3.334706166725e-17 
 1403       1.105773175870e-10       1.829878647161e-12      -5.688949362212e-12       1.008268440636e-14       1.393255296360e-15       5.453785459118e-16      -3.253318456563e-17 
 1404       1.105461363239e-10       1.814480061869e-12      -5.608201408085e-12       1.007932155098e-14       1.389230546672e-15       5.440217353823e-16      -3.172053209153e-17 
 1405       1.105084697115e-10       1.799457833683e-12      -5.526767936143e-12       1.007589507050e-14       1.385219642611e-15       5.426721802657e-16      -3.090917653270e-17 
 1406       1.104643314953e-10       1.784813029402e-12      -5.444680166577e-12       1.007240421954e-14       1.381222542658e-15       5.413278418627e-16      -3.009919053691e-17 
 1407       1.104137356129e-10       1.770546714444e-12      -5.361969506741e-12       1.006884824920e-14       1.377239204623e-15       5.399866696782e-16      -2.929064711249e-17 
 1408       1.103566961939e-10       1.756659952844e-12      -5.278667551486e-12       1.006522640709e-14       1.373269585645e-15       5.386466013996e-16      -2.848361962898e-17 
 1409       1.102932275609e-10       1.743153807245e-12      -5.194806083502e-12       1.006153793729e-14       1.369313642188e-15       5.373055628765e-16      -2.767818181771e-17 
 1410       1.102233442293e-10       1.730029338890e-12      -5.110417073653e-12       1.005778208034e-14       1.365371330041e-15       5.359614680989e-16      -2.687440777240e-17 
 1411       1.101470609085e-10       1.717287607616e-12      -5.025532681313e-12       1.005395807327e-14       1.361442604316e-15       5.346122191766e-16      -2.607237194978e-17 
 1412       1.100643925013e-10       1.704929671845e-12      -4.940185254704e-12       1.005006514956e-14       1.357527419447e-15       5.332557063178e-16      -2.527214917015e-17 
 1413       1.099753541053e-10       1.692956588581e-12      -4.854407331237e-12       1.004610253913e-14       1.353625729188e-15       5.318898078082e-16      -2.447381461802e-17 
 1414       1.098799610126e-10       1.681369413399e-12      -4.768231637843e-12       1.004206946837e-14       1.349737486611e-15       5.305123899897e-16      -2.367744384270e-17 
 1415       1.097782287106e-10       1.670169200440e-12      -4.681691091316e-12       1.003796516012e-14       1.345862644106e-15       5.291213072397e-16      -2.288311275889e-17 
 1416       1.096701728822e-10       1.659357002404e-12      -4.594818798645e-12       1.003378883362e-14       1.342001153378e-15       5.277144019493e-16      -2.209089764729e-17 
 1417       1.095558094062e-10       1.648933870542e-12      -4.507648057356e-12       1.002953970459e-14       1.338152965446e-15       5.262895045030e-16      -2.130087515520e-17 
 1418       1.094351543580e-10       1.638900854648e-12      -4.420212355847e-12       1.002521698513e-14       1.334318030642e-15       5.248444332570e-16      -2.051312229711e-17 
 1419       1.093082240095e-10       1.629259003056e-12      -4.332545373725e-12       1.002081988379e-14       1.330496298608e-15       5.233769945184e-16      -1.972771645532e-17 
 1420       1.091750348299e-10       1.620009362628e-12      -4.244680982145e-12       1.001634760552e-14       1.326687718297e-15       5.218849825242e-16      -1.894473538054e-17 
 1421       1.090356034863e-10       1.611152978750e-12      -4.156653244144e-12       1.001179935168e-14       1.322892237970e-15       5.203661794196e-16      -1.816425719245e-17 
 1422       1.088899468432e-10       1.602690895325e-12      -4.068496414984e-12       1.000717432004e-14       1.319109805192e-15       5.188183552379e-16      -1.738636038035e-17 
 1423       1.087380819642e-10       1.594624154764e-12      -3.980244942482e-12       1.000247170474e-14       1.315340366835e-15       5.172392678783e-16      -1.661112380376e-17 
 1424       1.085800261111e-10       1.586953797980e-12      -3.891933467353e-12       9.997690696337e-15       1.311583869076e-15       5.156266630858e-16      -1.583862669297e-17 
 1425       1.084157967453e-10       1.579680864383e-12      -3.803596823546e-12       9.992830481759e-15       1.307840257390e-15       5.139782744293e-16      -1.506894864969e-17 
 1426       1.082454115277e-10       1.572806391868e-12      -3.715270038578e-12       9.987890244311e-15       1.304109476557e-15       5.122918232811e-16      -1.430216964763e-17 
 1427       1.080688883194e-10       1.566331416814e-12      -3.626988333876e-12       9.982869163673e-15       1.300391470651e-15       5.105650187955e-16      -1.353837003312e-17 
 1428       1.078862451816e-10       1.560256974071e-12      -3.538787125112e-12       9.977766415887e-15       1.296686183049e-15       5.087955578875e-16      -1.277763052567e-17 
 1429       1.076975003767e-10       1.554584096958e-12      -3.450702022539e-12       9.972581173356e-15       1.292993556418e-15       5.069811252122e-16      -1.202003221861e-17 
 1430       1.075026723682e-10       1.549313817254e-12      -3.362768831332e-12       9.967312604837e-15       1.289313532725e-15       5.051193931435e-16      -1.126565657969e-17 
 1431       1.073017798212e-10       1.544447165189e-12      -3.275023551921e-12       9.961959875434e-15       1.285646053225e-15       5.032080217529e-16      -1.051458545164e-17 
 1432       1.070948416030e-10       1.539985169440e-12      -3.187502380331e-12       9.956522146592e-15       1.281991058469e-15       5.012446587883e-16      -9.766901052809e-18 
 1433       1.068818767834e-10       1.535928857122e-12      -3.100241708519e-12       9.950998576092e-15       1.278348488293e-15       4.992269396533e-16      -9.022685977768e-18 
 1434       1.066629046349e-10       1.532279253783e-12      -3.013278124710e-12       9.945388318044e-15       1.274718281826e-15       4.971524873858e-16      -8.282023197882e-18 
 1435       1.064379446334e-10       1.529037383394e-12      -2.926648413736e-12       9.939690522881e-15       1.271100377482e-15       4.950189126368e-16      -7.544996061931e-18 
 1436       1.062070164586e-10       1.526204268345e-12      -2.840389557372e-12       9.933904337355e-15       1.267494712958e-15       4.928238136498e-16      -6.811688296707e-18 
 1437       1.059701399941e-10       1.523780929434e-12      -2.754538734674e-12       9.928028904529e-15       1.263901225239e-15       4.905647762390e-16      -6.082184007610e-18 
 1438       1.057273353281e-10       1.521768385867e-12      -2.669133322315e-12       9.922063363771e-15       1.260319850590e-15       4.882393737690e-16      -5.356567679256e-18 
 1439       1.054786227537e-10       1.520167655241e-12      -2.584210894925e-12       9.916006850750e-15       1.256750524556e-15       4.858451671328e-16      -4.634924176071e-18 
 1440       1.052240227694e-10       1.518979753547e-12      -2.499809225425e-12       9.909858497426e-15       1.253193181964e-15       4.833797047316e-16      -3.917338742896e-18 
 1441       1.049635669679e-10       1.518204776576e-12      -2.415963180294e-12       9.903617663165e-15       1.249647762519e-15       4.808413919789e-16      -3.203887552066e-18 
 1442       1.046973308236e-10       1.517839133981e-12      -2.332695370205e-12       9.897284630639e-15       1.246114227682e-15       4.782321095124e-16      -2.494609238495e-18 
 1443       1.044254012386e-10       1.517878287130e-12      -2.250025405174e-12       9.890859916977e-15       1.242592543962e-15       4.755546215127e-16      -1.789533076892e-18 
 1444       1.041478656857e-10       1.518317665080e-12      -2.167972991173e-12       9.884344043291e-15       1.239082677327e-15       4.728117086187e-16      -1.088688409118e-18 
 1445       1.038648122093e-10       1.519152664518e-12      -2.086557930294e-12       9.877737534691e-15       1.235584593207e-15       4.700061679557e-16      -3.921046442427e-19 
 1446       1.035763294261e-10       1.520378649699e-12      -2.005800120906e-12       9.871040920286e-15       1.232098256489e-15       4.671408131655e-16       3.001887414028e-19 
 1447       1.032825065267e-10       1.521990952386e-12      -1.925719557810e-12       9.864254733195e-15       1.228623631515e-15       4.642184744346e-16       9.881622041693e-19 
 1448       1.029834332763e-10       1.523984871793e-12      -1.846336332399e-12       9.857379510553e-15       1.225160682086e-15       4.612419985241e-16       1.671786133036e-18 
 1449       1.026792000159e-10       1.526355674519e-12      -1.767670632817e-12       9.850415793520e-15       1.221709371453e-15       4.582142487982e-16       2.351030849555e-18 
 1450       1.023698976631e-10       1.529098594493e-12      -1.689742744115e-12       9.843364127284e-15       1.218269662325e-15       4.551381052537e-16       3.025866607799e-18 
 1451       1.020556177134e-10       1.532208832913e-12      -1.612573048411e-12       9.836225061075e-15       1.214841516859e-15       4.520164645490e-16       3.696263594301e-18 
 1452       1.017364522408e-10       1.535681558185e-12      -1.536182025046e-12       9.828999148166e-15       1.211424896666e-15       4.488522400333e-16       4.362191928007e-18 
 1453       1.014124938996e-10       1.539511905860e-12      -1.460590250741e-12       9.821686945884e-15       1.208019762805e-15       4.456483617754e-16       5.023621660215e-18 
 1454       1.010838359247e-10       1.543694978581e-12      -1.385818399760e-12       9.814289015617e-15       1.204626075783e-15       4.424077765933e-16       5.680522774525e-18 
 1455       1.007505721330e-10       1.548225846017e-12      -1.311887244063e-12       9.806805922820e-15       1.201243795557e-15       4.391334480829e-16       6.332865186779e-18 
 1456       1.004127969243e-10       1.553099544805e-12      -1.238817653465e-12       9.799238237025e-15       1.197872881526e-15       4.358283566475e-16       6.980618745012e-18 
 1457       1.000706052824e-10       1.558311078490e-12      -1.166630595795e-12       9.791586531844e-15       1.194513292538e-15       4.324954995264e-16       7.623753229394e-18 
 1458       9.972409277616e-11       1.563855417464e-12      -1.095347137055e-12       9.783851384980e-15       1.191164986883e-15       4.291378908247e-16       8.262238352176e-18 
 1459       9.937335556047e-11       1.569727498906e-12      -1.024988441574e-12       9.776033378235e-15       1.187827922292e-15       4.257585615416e-16       8.896043757635e-18 
 1460       9.901849037732e-11       1.575922226724e-12      -9.555757721710e-13       9.768133097513e-15       1.184502055939e-15       4.223605596004e-16       9.525139022020e-18 
 1461       9.865959455681e-11       1.582434471492e-12      -8.871304903092e-13       9.760151132832e-15       1.181187344440e-15       4.189469498769e-16       1.014949365350e-17 
 1462       9.829676601824e-11       1.589259070393e-12      -8.196740562554e-13       9.752088078328e-15       1.177883743846e-15       4.155208142288e-16       1.076907709209e-17 
 1463       9.793010327106e-11       1.596390827154e-12      -7.532280292377e-13       9.743944532265e-15       1.174591209649e-15       4.120852515250e-16       1.138385870964e-17 
 1464       9.755970541600e-11       1.603824511992e-12      -6.878140676039e-13       9.735721097039e-15       1.171309696777e-15       4.086433776745e-16       1.199380780973e-17 
 1465       9.718567214601e-11       1.611554861549e-12      -6.234539289788e-13       9.727418379191e-15       1.168039159591e-15       4.051983256552e-16       1.259889362764e-17 
 1466       9.680810374738e-11       1.619576578835e-12      -5.601694704228e-13       9.719036989408e-15       1.164779551890e-15       4.017532455439e-16       1.319908533031e-17 
 1467       9.642710110074e-11       1.627884333167e-12      -4.979826485894e-13       9.710577542534e-15       1.161530826904e-15       3.983113045444e-16       1.379435201626e-17 
 1468       9.604276568205e-11       1.636472760107e-12      -4.369155198833e-13       9.702040657577e-15       1.158292937294e-15       3.948756870175e-16       1.438466271553e-17 
 1469       9.565519956374e-11       1.645336461406e-12      -3.769902406185e-13       9.693426957716e-15       1.155065835153e-15       3.914495945095e-16       1.496998638965e-17 
 1470       9.526450541563e-11       1.654470004939e-12      -3.182290671762e-13       9.684737070307e-15       1.151849472005e-15       3.880362457815e-16       1.555029193159e-17 
 1471       9.487078650606e-11       1.663867924649e-12      -2.606543561628e-13       9.675971626893e-15       1.148643798798e-15       3.846388768387e-16       1.612554816565e-17 
 1472       9.447414670287e-11       1.673524720484e-12      -2.042885645675e-13       9.667131263210e-15       1.145448765912e-15       3.812607409592e-16       1.669572384750e-17 
 1473       9.407469047443e-11       1.683434858340e-12      -1.491542499209e-13       9.658216619193e-15       1.142264323150e-15       3.779051087236e-16       1.726078766401e-17 
 1474       9.367252289072e-11       1.693592769998e-12      -9.527407045242e-14       9.649228338987e-15       1.139090419740e-15       3.745752680434e-16       1.782070823331e-17 
 1475       9.326774962434e-11       1.703992853065e-12      -4.267078524869e-14       9.640167070951e-15       1.135927004334e-15       3.712745241909e-16       1.837545410464e-17 
 1476       9.286047695153e-11       1.714629470913e-12       8.632745588854e-15       9.631033467666e-15       1.132774025006e-15       3.680061998276e-16       1.892499375836e-17 
 1477       9.245081175324e-11       1.725496952623e-12       5.861356078578e-14       9.621828185943e-15       1.129631429253e-15       3.647736350340e-16       1.946929560586e-17 
 1478       9.203886151612e-11       1.736589592918e-12       1.072485977368e-13       9.612551886831e-15       1.126499163989e-15       3.615801873381e-16       2.000832798953e-17 
 1479       9.162473433361e-11       1.747901652108e-12       1.545146923476e-13       9.603205235623e-15       1.123377175549e-15       3.584292317450e-16       2.054205918267e-17 
 1480       9.120853731175e-11       1.759427198502e-12       2.003926008349e-13       9.593789008847e-15       1.120265414202e-15       3.553234161275e-16       2.107046077295e-17 
 1481       9.079037176748e-11       1.771159634062e-12       2.448791089222e-13       9.584304416379e-15       1.117163847749e-15       3.522624192917e-16       2.159351784933e-17 
 1482       9.037033798496e-11       1.783092163938e-12       2.879750419985e-13       9.574752782527e-15       1.114072448058e-15       3.492451708132e-16       2.211121891570e-17 
 1483       8.994853680739e-11       1.795217953507e-12       3.296812540824e-13       9.565135439350e-15       1.110991186558e-15       3.462705936538e-16       2.262355251664e-17 
 1484       8.952506963799e-11       1.807530128301e-12       3.699986278840e-13       9.555453726675e-15       1.107920034238e-15       3.433376041494e-16       2.313050723757e-17 
 1485       8.910003844088e-11       1.820021773938e-12       4.089280748674e-13       9.545708992105e-15       1.104858961646e-15       3.404451119985e-16       2.363207170489e-17 
 1486       8.867354574209e-11       1.832685936054e-12       4.464705353127e-13       9.535902591035e-15       1.101807938888e-15       3.375920202505e-16       2.412823458609e-17 
 1487       8.824569463049e-11       1.845515620235e-12       4.826269783782e-13       9.526035886667e-15       1.098766935627e-15       3.347772252940e-16       2.461898458988e-17 
 1488       8.781658875872e-11       1.858503791947e-12       5.173984021630e-13       9.516110250017e-15       1.095735921082e-15       3.319996168455e-16       2.510431046635e-17 
 1489       8.738633234417e-11       1.871643376469e-12       5.507858337687e-13       9.506127059937e-15       1.092714864027e-15       3.292580779370e-16       2.558420100706e-17 
 1490       8.695503016989e-11       1.884927258822e-12       5.827903293621e-13       9.496087703119e-15       1.089703732793e-15       3.265514849053e-16       2.605864504521e-17 
 1491       8.652278758557e-11       1.898348283701e-12       6.134129742369e-13       9.485993574116e-15       1.086702495259e-15       3.238787073797e-16       2.652763145573e-17 
 1492       8.608971050847e-11       1.911899255409e-12       6.426548828767e-13       9.475846075351e-15       1.083711118863e-15       3.212386082703e-16       2.699114915544e-17 
 1493       8.565590542436e-11       1.925572937784e-12       6.705171990162e-13       9.465646617130e-15       1.080729570589e-15       3.186300437570e-16       2.744918710318e-17 
 1494       8.522147938852e-11       1.939362054133e-12       6.970010957045e-13       9.455396617658e-15       1.077757816975e-15       3.160518632770e-16       2.790173429993e-17 
 1495       8.478654002661e-11       1.953259287163e-12       7.221077753665e-13       9.445097503050e-15       1.074795824106e-15       3.135029095140e-16       2.834877978893e-17 
 1496       8.435119553567e-11       1.967257278911e-12       7.458384698655e-13       9.434750707344e-15       1.071843557618e-15       3.109820183857e-16       2.879031265584e-17 
 1497       8.391555468506e-11       1.981348630676e-12       7.681944405655e-13       9.424357672517e-15       1.068900982694e-15       3.084880190329e-16       2.922632202884e-17 
 1498       8.347972681739e-11       1.995525902953e-12       7.891769783932e-13       9.413919848495e-15       1.065968064063e-15       3.060197338075e-16       2.965679707879e-17 
 1499       8.304382184950e-11       2.009781615358e-12       8.087874039001e-13       9.403438693166e-15       1.063044766001e-15       3.035759782606e-16       3.008172701933e-17 
 1500       8.260795027338e-11       2.024108246566e-12       8.270270673254e-13       9.392915672399e-15       1.060131052328e-15       3.011555611314e-16       3.050110110703e-17 
 1501       8.217222315711e-11       2.038498234238e-12       8.438973486573e-13       9.382352260048e-15       1.057226886408e-15       2.987572843352e-16       3.091490864154e-17 
 1502       8.173675214584e-11       2.052943974953e-12       8.593996576960e-13       9.371749937973e-15       1.054332231149e-15       2.963799429519e-16       3.132313896565e-17 
 1503       8.130164946272e-11       2.067437824141e-12       8.735354341156e-13       9.361110196050e-15       1.051447049000e-15       2.940223252142e-16       3.172578146551e-17 
 1504       8.086702790986e-11       2.081972096012e-12       8.863061475261e-13       9.350434532184e-15       1.048571301953e-15       2.916832124961e-16       3.212282557070e-17 
 1505       8.043300086924e-11       2.096539063491e-12       8.977132975362e-13       9.339724452325e-15       1.045704951537e-15       2.893613793009e-16       3.251426075437e-17 
 1506       7.999968230372e-11       2.111130958143e-12       9.077584138149e-13       9.328981470475e-15       1.042847958822e-15       2.870555932504e-16       3.290007653339e-17 
 1507       7.956718675792e-11       2.125739970111e-12       9.164430561542e-13       9.318207108708e-15       1.040000284419e-15       2.847646150721e-16       3.328026246847e-17 
 1508       7.913562935923e-11       2.140358248043e-12       9.237688145311e-13       9.307402897181e-15       1.037161888471e-15       2.824871985885e-16       3.365480816430e-17 
 1509       7.870512581871e-11       2.154977899024e-12       9.297373091699e-13       9.296570374144e-15       1.034332730662e-15       2.802220907049e-16       3.402370326964e-17 
 1510       7.827579243206e-11       2.169590988510e-12       9.343501906044e-13       9.285711085960e-15       1.031512770210e-15       2.779680313981e-16       3.438693747750e-17 
 1511       7.784774608058e-11       2.184189540254e-12       9.376091397400e-13       9.274826587110e-15       1.028701965867e-15       2.757237537045e-16       3.474450052526e-17 
 1512       7.742110423209e-11       2.198765536243e-12       9.395158679162e-13       9.263918440212e-15       1.025900275918e-15       2.734879837085e-16       3.509638219478e-17 
 1513       7.699598494188e-11       2.213310916626e-12       9.400721169687e-13       9.252988216034e-15       1.023107658183e-15       2.712594405308e-16       3.544257231255e-17 
 1514       7.657250685369e-11       2.227817579646e-12       9.392796592914e-13       9.242037493504e-15       1.020324070013e-15       2.690368363171e-16       3.578306074980e-17 
 1515       7.615078920064e-11       2.242277381570e-12       9.371402978990e-13       9.231067859725e-15       1.017549468288e-15       2.668188762261e-16       3.611783742265e-17 
 1516       7.573095180614e-11       2.256682136624e-12       9.336558664890e-13       9.220080909990e-15       1.014783809420e-15       2.646042584177e-16       3.644689229224e-17 
 1517       7.531311508491e-11       2.271023616920e-12       9.288282295041e-13       9.209078247791e-15       1.012027049349e-15       2.623916740419e-16       3.677021536485e-17 
 1518       7.489740004387e-11       2.285293552388e-12       9.226592821940e-13       9.198061484836e-15       1.009279143543e-15       2.601798072267e-16       3.708779669204e-17 
 1519       7.448391743512e-11       2.299484211723e-12       9.151535073308e-13       9.187032182207e-15       1.006540050663e-15       2.579675367931e-16       3.739962896683e-17 
 1520       7.407273509867e-11       2.313590151457e-12       9.063256721583e-13       9.175991673179e-15       1.003809743597e-15       2.557545435476e-16       3.770571533934e-17 
 1521       7.366391030711e-11       2.327606483592e-12       8.961932056840e-13       9.164941238725e-15       1.001088198529e-15       2.535407088144e-16       3.800606167670e-17 
 1522       7.325750058545e-11       2.341528296076e-12       8.847736489467e-13       9.153882166216e-15       9.983753912850e-16       2.513259132384e-16       3.830067397403e-17 
 1523       7.285356371154e-11       2.355350652764e-12       8.720846552127e-13       9.142815749442e-15       9.956712973288e-16       2.491100367842e-16       3.858955835477e-17 
 1524       7.245215771641e-11       2.369068593379e-12       8.581439901697e-13       9.131743288612e-15       9.929758917643e-16       2.468929587346e-16       3.887272107088e-17 
 1525       7.205334088466e-11       2.382677133478e-12       8.429695321230e-13       9.120666090371e-15       9.902891493331e-16       2.446745576898e-16       3.915016850316e-17 
 1526       7.165717175489e-11       2.396171264408e-12       8.265792721897e-13       9.109585467810e-15       9.876110444139e-16       2.424547115658e-16       3.942190716148e-17 
 1527       7.126370912001e-11       2.409545953269e-12       8.089913144944e-13       9.098502740470e-15       9.849415510224e-16       2.402332975939e-16       3.968794368506e-17 
 1528       7.087301202768e-11       2.422796142878e-12       7.902238763641e-13       9.087419234361e-15       9.822806428099e-16       2.380101923187e-16       3.994828484275e-17 
 1529       7.048513978069e-11       2.435916751728e-12       7.702952885233e-13       9.076336281964e-15       9.796282930628e-16       2.357852715978e-16       4.020293753325e-17 
 1530       7.010015193731e-11       2.448902673949e-12       7.492239952890e-13       9.065255222247e-15       9.769844747019e-16       2.335584105998e-16       4.045190878542e-17 
 1531       6.971810831170e-11       2.461748779273e-12       7.270285547660e-13       9.054177400672e-15       9.743491602815e-16       2.313294838039e-16       4.069520575853e-17 
 1532       6.933906897431e-11       2.474449912991e-12       7.037276390420e-13       9.043104169206e-15       9.717223219888e-16       2.290983649980e-16       4.093283574254e-17 
 1533       6.896309425223e-11       2.487000895918e-12       6.793400343826e-13       9.032036886331e-15       9.691039316431e-16       2.268649272782e-16       4.116480615832e-17 
 1534       6.859024472956e-11       2.499396524351e-12       6.538846414261e-13       9.020976917056e-15       9.664939606951e-16       2.246290430473e-16       4.139112455797e-17 
 1535       6.822058124787e-11       2.511631570035e-12       6.273804753794e-13       9.009925632923e-15       9.638923802259e-16       2.223905840136e-16       4.161179862505e-17 
 1536       6.785416490651e-11       2.523700780120e-12       5.998466662124e-13       8.998884412022e-15       9.612991609466e-16       2.201494211898e-16       4.182683617486e-17 
 1537       6.749105706303e-11       2.535598877127e-12       5.713024588533e-13       8.987854638999e-15       9.587142731974e-16       2.179054248920e-16       4.203624515471e-17 
 1538       6.713131933353e-11       2.547320558903e-12       5.417672133838e-13       8.976837705063e-15       9.561376869467e-16       2.156584647381e-16       4.224003364416e-17 
 1539       6.677501359310e-11       2.558860498591e-12       5.112604052341e-13       8.965835008003e-15       9.535693717907e-16       2.134084096473e-16       4.243820985533e-17 
 1540       6.642220197615e-11       2.570213344583e-12       4.798016253780e-13       8.954847952193e-15       9.510092969522e-16       2.111551278382e-16       4.263078213312e-17 
 1541       6.607294687683e-11       2.581373720488e-12       4.474105805283e-13       8.943877948602e-15       9.484574312803e-16       2.088984868282e-16       4.281775895550e-17 
 1542       6.572731094939e-11       2.592336225091e-12       4.141070933314e-13       8.932926414807e-15       9.459137432493e-16       2.066383534320e-16       4.299914893376e-17 
 1543       6.538535710858e-11       2.603095432312e-12       3.799111025626e-13       8.921994775003e-15       9.433782009581e-16       2.043745937607e-16       4.317496081281e-17 
 1544       6.504714853004e-11       2.613645891171e-12       3.448426633216e-13       8.911084460010e-15       9.408507721297e-16       2.021070732203e-16       4.334520347139e-17 
 1545       6.471274865064e-11       2.623982125750e-12       3.089219472268e-13       8.900196907286e-15       9.383314241099e-16       1.998356565110e-16       4.350988592239e-17 
 1546       6.438222116893e-11       2.634098635151e-12       2.721692426111e-13       8.889333560937e-15       9.358201238668e-16       1.975602076256e-16       4.366901731308e-17 
 1547       6.405563004548e-11       2.643989893460e-12       2.346049547170e-13       8.878495871725e-15       9.333168379905e-16       1.952805898483e-16       4.382260692540e-17 
 1548       6.373303950327e-11       2.653650349706e-12       1.962496058910e-13       8.867685297082e-15       9.308215326914e-16       1.929966657541e-16       4.397066417619e-17 
 1549       6.341451402807e-11       2.663074427827e-12       1.571238357795e-13       8.856903301116e-15       9.283341738005e-16       1.907082972071e-16       4.411319861749e-17 
 1550       6.310011836886e-11       2.672256526628e-12       1.172484015235e-13       8.846151354622e-15       9.258547267678e-16       1.884153453595e-16       4.425021993681e-17 
 1551       6.278991753817e-11       2.681191019742e-12       7.664417795369e-14       8.835430935097e-15       9.233831566621e-16       1.861176706504e-16       4.438173795735e-17 
 1552       6.248397681247e-11       2.689872255593e-12       3.533215778575e-14       8.824743526742e-15       9.209194281700e-16       1.838151328048e-16       4.450776263831e-17 
 1553       6.218236173259e-11       2.698294557358e-12      -6.666548184705e-15       8.814090620479e-15       9.184635055950e-16       1.815075908321e-16       4.462830407514e-17 
 1554       6.188513810406e-11       2.706452222928e-12      -4.933071088695e-14       8.803473713958e-15       9.160153528573e-16       1.791949030254e-16       4.474337249981e-17 
 1555       6.159237199753e-11       2.714339524867e-12      -9.263898278008e-14       8.792894311569e-15       9.135749334924e-16       1.768769269598e-16       4.485297828105e-17 
 1556       6.130412974912e-11       2.721950710378e-12      -1.365698976579e-13       8.782353924449e-15       9.111422106508e-16       1.745535194919e-16       4.495713192467e-17 
 1557       6.102047796083e-11       2.729280001261e-12      -1.811018704538e-13       8.771854070494e-15       9.087171470971e-16       1.722245367578e-16       4.505584407375e-17 
